Name,Symbol,RIC,Start Date,Hist.,Category,Exchange,Market,Currency,Sector,Full Name,Activity,CSRD_Impl
FORDONIA B,749192,-,6061984,1984,Equities,Stockholm,Sweden,Swedish Krona,Electronic and Electrical Equipment,Fordonia B,Dead,1.0
FORENINGS BKN. A,W:FRBA,-,3011994,1994,Equities,Stockholm,Sweden,Swedish Krona,Banks,Forenings Banken A,Dead,1.0
FORTIS (NL) NV,27959T,-,4112003,2003,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Unclassified,Fortis (Nil) NV,Dead,0.0
FORTUM WROCLAW,288929,-,22032000,2000,Equities,Warsaw Continuous,Poland,Polish Zloty,"Gas, Water and Multi-utilities",Fortum Wroclaw,Dead,0.0
FOSFOREIRA PORTUGUESA,777306,-,10081988,1988,Equities,Euronext.liffe Lisbon,Portugal,Portuguese Escudo,Chemicals,Fosforeira Portuguesa,Dead,0.0
FRIAL,RM:FRL,-,4011999,1999,Equities,Spot Regulated Market - BVB,Romania,Romanian Leu,Industrial Transportation,Frial,Dead,1.0
FRIMANCHA,E:FRIM,-,25051993,1993,Equities,Madrid,Spain,Euro,Unclassified,Frimancha,Dead,0.0
FRONTIER DRILLING,N:FDR,-,1032001,2001,Equities,Oslo Bors,Norway,Norwegian Krone,"Oil, Gas and Coal",Frontier Drilling,Dead,
FRONTLINE,32179U,-,25102005,2005,Equities,Oslo Bors,Norway,Norwegian Krone,Unclassified,Frontline,Dead,
FUEL TECH,50978K,-,21082007,2007,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Unclassified,Fuel Technology,Dead,0.0
FUNDIA BU,756272,-,24061987,1987,Equities,Stockholm,Sweden,Swedish Krona,Investment Banking and Brokerage Services,Fundia Bu,Dead,1.0
FUNDIOR FASTIGHETER,W:FF,FF.ST^L12,31052007,2007,Equities,Stockholm,Sweden,Swedish Krona,Real Estate Investment and Services,Fundior Fastigheter,Dead,1.0
GAMBRO 'B',W:INBF,-,18071991,1991,Equities,Stockholm,Sweden,Swedish Krona,Health Care Providers,Gambro 'B',Dead,1.0
GAMERS PARADISE HLDG.'B',W:GAMB,-,5042004,2004,Equities,Stockholm,Sweden,Swedish Krona,Software and Computer Services,Gamers Paradise Holding 'B',Dead,1.0
GAMMA HOLDING,H:GAM,GAMN.AS^D11,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Industrial Engineering,Gamma Holding,Dead,0.0
GANT COMPANY,W:GANT,-,28032006,2006,Equities,Stockholm,Sweden,Swedish Krona,Personal Goods,Gant Company,Dead,1.0
GARDENIA ARS FLORAE REDNE,SV:GAF,GARR.LJ^G20,4052020,2020,Equities,Ljubljana,Slovenia,Euro,Unclassified,Gardenia Aires Florae Redne,Dead,0.0
GAS MADRID (500) MERGER 02/01/92,772318,-,2011989,1989,Equities,Madrid,Spain,Spanish Peseta,"Gas, Water and Multi-utilities",Gas Madrid (500) Merger 02/01/92,Dead,0.0
GELDERSCHE TRAM,933023,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Industrial Transportation,Geldersche Tram,Dead,0.0
GEN.DE ESTUDIO (500),539571,-,9101990,1990,Equities,Madrid,Spain,Euro,Unclassified,General de Estudio (500),Dead,0.0
GEODEZIA BRATISLAV,SK:GED,1GEB01AE.BV^J10,1032006,2006,Equities,Bratislava,Slovakia,Euro,Investment Banking and Brokerage Services,Geodezia Bratislav,Dead,1.0
GEOHYCO,SK:GEH,-,8011999,1999,Equities,Bratislava,Slovakia,Slovak Koruna,Beverages,Geohyco,Dead,1.0
GEOPHYSICAL,944919,-,10071985,1985,Equities,Oslo Bors,Norway,Norwegian Krone,Electronic and Electrical Equipment,Geophysical,Dead,
GLOBAL GAMING 555,W:GBLM,GLOBAL.ST^L20,19102017,2017,Equities,Stockholm,Sweden,Swedish Krona,Travel and Leisure,Global Gaming 555,Dead,1.0
GLOBUS (OSL),756308,-,10011983,1983,Equities,Oslo Bors,Sweden,Norwegian Krone,Industrial Transportation,Globus (Oslo),Dead,1.0
GORTHON INV. DEAD USE 504038,749838,-,4011982,1982,Equities,Stockholm,Sweden,Swedish Krona,General Industrials,Gorthon Investment Dead Use 504038,Dead,1.0
GOTAGRUPPEN A CONVERTED-539667,779313,-,30111988,1988,Equities,Stockholm,Sweden,Swedish Krona,Banks,Gotagruppen A Converted-539667,Dead,1.0
GOTIC 'B',W:GOTB,-,25091996,1996,Equities,Stockholm,Sweden,Swedish Krona,Real Estate Investment and Services,Gotic 'B',Dead,1.0
GOTLAND REDE. B CONVERTED-504032,749076,-,12031984,1984,Equities,Stockholm,Sweden,Swedish Krona,Industrial Transportation,Gotland Rederiab B Converted-504032,Dead,1.0
GRAND TIBIDABO LIMITED DATA,E:TIBG,-,21031997,1997,Equities,Barcelona,Spain,Euro,Unclassified,Grand Tibidabo Limited Data,Dead,0.0
GRANDEMAR,RM:GRN,-,13121996,1996,Equities,Spot Regulated Market - BVB,Romania,Romanian Leu,Industrial Metals and Mining,Grandemar,Dead,1.0
GRIMEX TG JIU,RM:GRX,-,15041997,1997,Equities,Spot Regulated Market - BVB,Romania,Romanian Leu,Industrial Transportation,Grimex TG JIU,Dead,1.0
GROUP OF RETAIL ASSETS SWEDEN B,W:AGOR,AGORAb.ST^L18,15062015,2015,Equities,Stockholm,Sweden,Swedish Krona,Real Estate Investment and Services,Group of Retail Assets Sweden B,Dead,1.0
GRUCYCSA LIMITED DATA,E:GRU,-,18012001,2001,Equities,Madrid,Spain,Euro,Investment Banking and Brokerage Services,Grucycsa Limited Data,Dead,0.0
GRUPA ONET,143025,-,3021997,1997,Equities,Warsaw Continuous,Poland,Polish Zloty,Software and Computer Services,Grupa Onet,Dead,0.0
GTI NV (BER),13933E,-,6062001,2001,Equities,Berlin,Netherlands,Euro,Technology Hardware and Equipment,GTI NV (Berlin),Dead,0.0
GULATING GRUPPEN,N:GULG,GULATING.NFF^L22,23092021,2021,Equities,Norwegian OTC,Norway,Norwegian Krone,Travel and Leisure,Gulating Gruppen,Dead,
GULLSPANGS KRT.B DEAD 04/01/93 USE 779133,749065,-,4011982,1982,Equities,Stockholm,Sweden,Swedish Krona,Electricity,Gullspangs Kraftab B Dead 04/01/93 Use 779133,Dead,1.0
GYMGROSSISTEN NORDIC,W:GYM,-,7122006,2006,Equities,Stockholm,Sweden,Swedish Krona,Software and Computer Services,Gymgrossisten Nordic,Dead,1.0
HAGEMEYER,H:HAG,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Industrial Support Services,Hagemeyer,Dead,0.0
HARTELEX,W:HLEX,HLEX.ST^J12,6042010,2010,Equities,Stockholm,Sweden,Swedish Krona,Industrial Transportation,Hartelex,Dead,1.0
HEDER BANK,N:MYBK,HEBANK.NFF^L24,27012017,2017,Equities,Norwegian OTC,Norway,Norwegian Krone,Banks,Heder Bank,Dead,
HEINEKEN ESPANA,E:AGI,-,2031987,1987,Equities,Mercado Continuo Espanol,Spain,Euro,Beverages,Heineken Espana,Dead,0.0
HELLY-HANSEN A/S,27509M,-,5092003,2003,Equities,Oslo Bors,Norway,Norwegian Krone,Unclassified,Helly-Hansen A/S,Dead,
HERON B,749273,-,25061984,1984,Equities,Stockholm,Sweden,Swedish Krona,Industrial Engineering,Heron B,Dead,1.0
HIDROCANTABRICO,E:CAN,-,2031987,1987,Equities,Mercado Continuo Espanol,Spain,Euro,Electricity,Hidrocantabrico,Dead,0.0
HIDROPROJECTO LIMITED DATA,P:HIP,-,11041990,1990,Equities,Euronext.liffe Lisbon,Portugal,Euro,Industrial Engineering,Hidroprojecto Limited Data,Dead,0.0
HIM FURNESS,H:HOIM,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Industrial Transportation,HIM Furness,Dead,0.0
HIPOTEKARNA BANKA PREDNO,SV:HBA,-,28121998,1998,Equities,Ljubljana,Slovenia,Slovenian Tolar,Banks,Hipotekarna Banka Predno,Dead,0.0
HOIST INTL. BF,504597,-,31071989,1989,Equities,Stockholm,Sweden,Swedish Krona,Pharmaceuticals and Biotechnology,Hoist International BF,Dead,1.0
HOLDOH,932803,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Industrial Support Services,Holdoh,Dead,0.0
HOLLAND SEA SEARCH,929781,-,8031982,1982,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,"Oil, Gas and Coal",Holland Sea Search,Dead,0.0
HOME MEAL,E:HMR,HMR.MC^G22,4122014,2014,Equities,Mercado Continuo Espanol,Spain,Euro,Travel and Leisure,Home Meal,Dead,0.0
HOOP,54374E,-,17112008,2008,Equities,Warsaw,Poland,Polish Zloty,Chemicals,Hoop,Dead,0.0
HORDA B,W:HORD,-,3071995,1995,Equities,Stockholm,Sweden,Swedish Krona,Unclassified,Horda B,Dead,1.0
HOTEL KYJEV,SK:HOK,-,8031999,1999,Equities,Bratislava,Slovakia,Slovak Koruna,Travel and Leisure,Hotel Kyjev,Dead,1.0
HOUTGROEP NEDERLAND,H:HOU,-,30121997,1997,Equities,Amsterdam Unlisted,Netherlands,Euro,Construction and Materials,Houtgroep Nederland,Dead,0.0
HP FARG OCH KI.B,749449,-,31101984,1984,Equities,Stockholm,Sweden,Swedish Krona,Chemicals,HP Farg Och Kemi B,Dead,1.0
HTL-STREFA,PO:HTL,HTLA.WA^I10,14112006,2006,Equities,Warsaw,Poland,Polish Zloty,Medical Equipment and Services,Hotel-Strefa,Dead,0.0
HUMENSKA MLIEKAREN,SK:HUM,-,18062001,2001,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Humenska Mliekaren,Dead,1.0
HYDRALIFT A,N:HYD,-,26061996,1996,Equities,Oslo Bors,Norway,Norwegian Krone,Industrial Engineering,Hydralift A,Dead,
HYDROVRT,SK:HYR,-,30061999,1999,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Hydrovrt,Dead,1.0
IAIFO ZALAU,RM:IAI,-,20111995,1995,Equities,Spot Regulated Market - BVB,Romania,Romanian Leu,Industrial Engineering,Iaifo Zalau,Dead,1.0
IAR SYSTEMS,W:IAR,-,14062000,2000,Equities,Stockholm,Sweden,Swedish Krona,Software and Computer Services,IAR Systems,Dead,1.0
IBERDROLA II CONVERTED INTO 998213,929545,-,2031987,1987,Equities,Mercado Continuo Espanol,Spain,Spanish Peseta,Electricity,Iberdrola II Converted Into 998213,Dead,0.0
ICIT FIBRESIN,RM:ICI,-,1012002,2002,Equities,RASDAQ,Romania,Romanian Leu,Chemicals,Icit Fibresin,Dead,1.0
ICOA,RM:IOA,-,15012002,2002,Equities,RASDAQ,Romania,Romanian Leu,Real Estate Investment and Services,Icoa,Dead,1.0
ICOPAL SA,PO:IZO,-,22051997,1997,Equities,Warsaw,Poland,Polish Zloty,Construction and Materials,Icopal SA,Dead,0.0
IDK DATA B,749254,-,2051984,1984,Equities,Stockholm,Sweden,Swedish Krona,Industrial Support Services,IDK Data B,Dead,1.0
IF PROGRAMINVEST,SK:IFG,-,23061999,1999,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,IF Programinvest,Dead,1.0
IF SL DRUZSTEVNIK,SK:IFD,-,24012000,2000,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,IF SL Druzstevnik,Dead,1.0
IGNIS (OTC),74656D,IGNSF.PK^G11,22022011,2011,Equities,Non NASDAQ OTC,Norway,United States Dollar,Software and Computer Services,Ignis (Non-NASDAQ OTC),Dead,
IMOVALOR,P:IMV,-,15071993,1993,Equities,Euronext.liffe Lisbon,Portugal,Portuguese Escudo,Unclassified,Imovalor,Dead,0.0
IMP CRPALKE,SV:IER,-,11091998,1998,Equities,Ljubljana,Slovenia,Euro,Industrial Engineering,IMP Crpalke,Dead,0.0
IMP KLIMAT,SV:IMK,-,29042002,2002,Equities,Ljubljana,Slovenia,Slovenian Tolar,Industrial Engineering,IMP Klimat,Dead,0.0
IMS INTEL.MICRO SYS.,W:IMS,-,21121994,1994,Equities,Stockholm,Sweden,Swedish Krona,Software and Computer Services,IMS Intelligent Micro Systems,Dead,1.0
IMSAT BUCARESTI,RM:IMS,-,31031998,1998,Equities,Spot Regulated Market - BVB,Romania,Romanian Leu,Telecommunications Service Providers,Imsat Bucaresti,Dead,1.0
INCO,SK:INO,-,19062000,2000,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Incorporated,Dead,1.0
INDA DEL ACETATO DE CELULOSA,E:INCS,INCS.BC^D10,26012010,2010,Equities,Barcelona,Spain,Euro,Personal Goods,Inda del Acetato de Celulosa,Dead,0.0
INDUSTRIEELE MIJ.,932827,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,"Gas, Water and Multi-utilities",Industrieele Maatschappij,Dead,0.0
INFOND ZLAT,SV:IFZ,-,30032001,2001,Equities,Ljubljana,Slovenia,Slovenian Tolar,Investment Banking and Brokerage Services,Infond Zlat,Dead,0.0
INMOBILIARIA BAMI,E:BAM,-,18091989,1989,Equities,Mercado Continuo Espanol,Spain,Euro,Real Estate Investment and Services,Inmobiliaria Bami,Dead,0.0
INTEGRAL JESENICE REDNE,SV:IJR,-,27091999,1999,Equities,Ljubljana,Slovenia,Euro,Industrial Transportation,Integral Jesenice Redne,Dead,0.0
INTELLINET,N:INN,-,12092000,2000,Equities,Oslo Bors,Norway,Norwegian Krone,Software and Computer Services,Intellinet,Dead,
INTENTIA INTL.'B',W:INTB,-,22111996,1996,Equities,Stockholm,Sweden,Swedish Krona,Software and Computer Services,Intentia International 'B',Dead,1.0
INTES,SV:ITS,-,13032000,2000,Equities,Ljubljana,Slovenia,Euro,Food Producers,Intes,Dead,0.0
INTRA INTERNATIONAL,W:INTR,-,20041998,1998,Equities,Stockholm,Sweden,Swedish Krona,Industrial Support Services,Intra International,Dead,1.0
INVERMAPFRE (5000),772745,-,5011990,1990,Equities,Madrid,Spain,Euro,Investment Banking and Brokerage Services,Invermapfre (5000),Dead,0.0
INVERSIONES AZALBA,E:INVA,-,26112002,2002,Equities,Madrid,Spain,Euro,Unclassified,Inversiones Azalba,Dead,0.0
INVESTRA,N:INV,-,4061996,1996,Equities,Oslo Bors,Norway,Norwegian Krone,Investment Banking and Brokerage Services,Investra,Dead,
INZILE,W:INZI,INZILE.ST^K22,27062019,2019,Equities,Stockholm,Sweden,Swedish Krona,Automobiles and Parts,Inzile,Dead,1.0
ITI 'B',P:ITIP,-,8051990,1990,Equities,Euronext.liffe Lisbon,Portugal,Euro,Travel and Leisure,ITI 'B',Dead,0.0
J SOARES LIMITED DATA,P:JSC,-,5011988,1988,Equities,Euronext.liffe Lisbon,Portugal,Euro,Industrial Metals and Mining,J Soares Limited Data,Dead,0.0
JACOBSON WIDMK.BU,504549,-,12071989,1989,Equities,Stockholm,Sweden,Swedish Krona,Household Goods and Home Construction,Jacobson Widmark Bu,Dead,1.0
JATA-REJA REDNE,SV:JAR,-,25031997,1997,Equities,Ljubljana,Slovenia,Slovenian Tolar,Unclassified,Jata-Reja Redne,Dead,0.0
JOMED (SWX),S:JOM,-,18042000,2000,Equities,Six Swiss,Netherlands,Swiss Franc,Medical Equipment and Services,Jomed (Swiss Stock Exchange),Dead,0.0
JULIUS MEINL COFFE 2,SK:JME,1JMB02AE.BV^K10,2012009,2009,Equities,Bratislava,Slovakia,Euro,Food Producers,Julius Meinl Coffe 2,Dead,1.0
JUMBERCA (500),779184,-,19031991,1991,Equities,Madrid,Spain,Spanish Peseta,Unclassified,Jumberca (500),Dead,0.0
KABLE,PO:SLA,KABL.WA^L10,16041991,1991,Equities,Warsaw,Poland,Polish Zloty,Technology Hardware and Equipment,Kable,Dead,0.0
KALERA,N:KAL1,KALK.OL^G22,1062022,2022,Equities,Oslo Bors,Norway,Norwegian Krone,Food Producers,Kalera,Dead,
KARESSA PHARMA HOLDING,W:KARE,KARE.ST^C20,10022015,2015,Equities,Stockholm,Sweden,Swedish Krona,Pharmaceuticals and Biotechnology,Karessa Pharma Holding,Dead,1.0
KEMA PUCONCI REDNE,SV:KPR,-,7071999,1999,Equities,Ljubljana,Slovenia,Euro,Chemicals,Kema Puconci Redne,Dead,0.0
KEMANOBEL,929485,-,1011973,1973,Equities,Stockholm,Sweden,Swedish Krona,Chemicals,Kemanobel,Dead,1.0
KEMPEN & CO,H:KEMP,-,6071983,1983,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Banks,Kempen and Company,Dead,0.0
KENNEMERL VISSCHER,H:KVS,-,30121997,1997,Equities,Amsterdam Unlisted,Netherlands,Euro,Food Producers,Kennemerl Visscher,Dead,0.0
KJOBMANDBANKEN,756275,-,15011980,1980,Equities,Oslo Bors,Norway,Norwegian Krone,Banks,Kjobmandbanken,Dead,
KLIPPEN INVEST,N:KLI,-,31081994,1994,Equities,Oslo Bors,Norway,Norwegian Krone,Household Goods and Home Construction,Klippen Invest,Dead,
KOLPA METLIKA,SV:KMA,KOMG.LJ^K18,8082017,2017,Equities,Ljubljana,Slovenia,Euro,Construction and Materials,Kolpa Metlika,Dead,0.0
KOVINOPLASTIKA,SV:KOT,KVLG.LJ^J17,8082017,2017,Equities,Ljubljana,Slovenia,Euro,Construction and Materials,Kovinoplastika,Dead,0.0
KOVOPROJEKT BRATIS,SK:KOB,-,18062001,2001,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Kovoprojekt Bratis,Dead,1.0
KRAMO BF,504312,-,12041989,1989,Equities,Stockholm,Sweden,Swedish Krona,Unclassified,Kramo BF,Dead,1.0
KRONA KRONA,SV:KRO,-,2042001,2001,Equities,Ljubljana,Slovenia,Slovenian Tolar,Investment Banking and Brokerage Services,Krona Krona,Dead,0.0
KUHNE & HEITZ,H:KH,-,29061987,1987,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,"Personal Care, Drug and Grocery Stores",Kuhne and Heitz,Dead,0.0
KUPELE LUCIVNA,SK:KUL,-,17072001,2001,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Kupele Lucivna,Dead,1.0
KVAERNER SHIP.,N:KVS,-,7041989,1989,Equities,Oslo Bors,Norway,Norwegian Krone,Industrial Transportation,Kvaerner Shipping,Dead,
KWATTA INTL.,932845,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Food Producers,Kwatta International,Dead,0.0
KZWM,PO:KZW,-,16121999,1999,Equities,Warsaw,Poland,Polish Zloty,Industrial Support Services,KZWM,Dead,0.0
LABORATORIOS IBERFAR,759831,-,29061988,1988,Equities,Euronext.liffe Lisbon,Portugal,Portuguese Escudo,Pharmaceuticals and Biotechnology,Laboratorios Iberfar,Dead,0.0
LANDRE & MERREM,H:LAGL,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Industrial Engineering,Landre and Merrem,Dead,0.0
LAYERLAB,W:LAYL,LAYL.ST^D12,17052010,2010,Equities,Stockholm,Sweden,Swedish Krona,Pharmaceuticals and Biotechnology,Layerlab,Dead,1.0
LCI TECHNOLOGY GROUP,H:LCI,-,15061988,1988,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Software and Computer Services,LCI Technology Group,Dead,0.0
LEGRA,N:LEG,-,31071995,1995,Equities,Oslo Bors,Norway,Norwegian Krone,Unclassified,Legra,Dead,
LEIDSCHE WOL.,932847,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Personal Goods,Leidsche Wolspinnerij,Dead,0.0
LEKSELL GOLV B,749463,-,4011985,1985,Equities,Stockholm,Sweden,Swedish Krona,Construction and Materials,Leksell Golv B,Dead,1.0
LIBETO,SK:LIB,-,18062001,2001,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Libeto,Dead,1.0
LIC CARE,308479,-,28121993,1993,Equities,Stockholm,Sweden,Swedish Krona,Unclassified,LIC Care,Dead,1.0
LIRICS AEX,H:LIR,-,21011997,1997,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Unclassified,Lirics AEX,Dead,0.0
LIV POSTOJNA,SV:LST,-,22111999,1999,Equities,Ljubljana,Slovenia,Euro,Industrial Engineering,Liv Postojna,Dead,0.0
LIVA BIL,309130,-,22071993,1993,Equities,Oslo Bors,Norway,Norwegian Krone,Automobiles and Parts,Liva BIL,Dead,
LOCAPOR,P:LOC,-,5051988,1988,Equities,Euronext.liffe Lisbon,Portugal,Euro,Automobiles and Parts,Locapor,Dead,0.0
LODET FASTIGHETS B,W:LDFF,-,19041990,1990,Equities,Stockholm,Sweden,Swedish Krona,Real Estate Investment and Services,Lodet Fastighets B,Dead,1.0
LUDVIKA MINING B,278690,-,10112000,2000,Equities,Stockholm,Sweden,Swedish Krona,Industrial Metals and Mining,Ludvika Mining B,Dead,1.0
LUKBUT,PO:LUK,-,24021998,1998,Equities,Warsaw,Poland,Polish Zloty,Health Care Providers,Lukbut,Dead,0.0
LUKON,SK:LUN,-,18062001,2001,Equities,Bratislava,Slovakia,Slovak Koruna,Unclassified,Lukon,Dead,1.0
LUMILK AS LUCENEC,SK:LUM,-,29061999,1999,Equities,Bratislava,Slovakia,Slovak Koruna,Food Producers,Lumilk AS Lucenec,Dead,1.0
MACEDO & COELHO LIMITED DATA,P:MCO,-,14101993,1993,Equities,Euronext.liffe Lisbon,Portugal,Euro,Food Producers,Macedo and Coelho Limited Data,Dead,0.0
MAGNOLIA BOSTAD,W:MABO,MAGNO.ST^I21,9062015,2015,Equities,Stockholm,Sweden,Swedish Krona,Real Estate Investment and Services,Magnolia Bostad,Dead,1.0
MALKOWSKI MARTECH,PO:MMA,MMA.WA^I22,15112010,2010,Equities,Warsaw,Poland,Polish Zloty,Construction and Materials,Malkowski Martech,Dead,0.0
MAPFRE VIDA,E:MPV,-,23121994,1994,Equities,Mercado Continuo Espanol,Spain,Euro,Life Insurance,Mapfre Vida,Dead,0.0
MEDALJON REDNE,SV:MDR,-,13101999,1999,Equities,Ljubljana,Slovenia,Euro,Investment Banking and Brokerage Services,Medaljon Redne,Dead,0.0
MEDICAL CANNABIS,PO:GNR,GNRP.WA^A23,31122008,2008,Equities,Warsaw,Poland,Polish Zloty,Leisure Goods,Medical Cannabis,Dead,0.0
MEDICOPHARMA,945329,-,5071984,1984,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Medical Equipment and Services,Medicopharma,Dead,0.0
MEFJORDEN,N:MEF,-,19062000,2000,Equities,Oslo Bors,Norway,Norwegian Krone,Software and Computer Services,Mefjorden,Dead,
MEGACON,W:MEGA,-,19121997,1997,Equities,Stockholm,Sweden,Swedish Krona,Electronic and Electrical Equipment,Megacon,Dead,1.0
MELIA INTL.,932816,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Household Goods and Home Construction,Melia International,Dead,0.0
MENEBA,929315,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Food Producers,Meneba,Dead,0.0
MERCURIAS,749217,-,10081983,1983,Equities,Stockholm,Sweden,Swedish Krona,Industrial Support Services,Mercurias,Dead,1.0
MHV AMSTD.,932853,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Industrial Transportation,MHV Amsterdam,Dead,0.0
MICRO SOFTWARE GROUP,N:MSG,-,3071995,1995,Equities,Oslo Bors,Norway,Norwegian Krone,Unclassified,Micro Software Group,Dead,
MICUS,W:MCUS,MCUS.ST^K10,3062010,2010,Equities,Stockholm,Sweden,Swedish Krona,Health Care Providers,Micus,Dead,1.0
MIJN. CURAC. WINSTBEW,998412,-,28011982,1982,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Industrial Metals and Mining,Mijnmaatschappij Curacao Winstbew,Dead,0.0
MIKKELSERVICE,N:MIK,-,20091993,1993,Equities,Oslo Bors,Norway,Norwegian Krone,Unclassified,Mikkelservice,Dead,
MINIHOUSE,932632,-,3121985,1985,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Unclassified,Minihouse,Dead,0.0
MITEX,692358,-,13011999,1999,Equities,Warsaw Continuous,Poland,Polish Zloty,Household Goods and Home Construction,Mitex,Dead,0.0
MNW RECORDS GROUP B,W:MNWB,-,29051998,1998,Equities,Stockholm,Sweden,Swedish Krona,Retailers,MNW Records Group B,Dead,1.0
MODECOM,PO:MOD,MOD.WA^G19,28022012,2012,Equities,Warsaw,Poland,Polish Zloty,Technology Hardware and Equipment,Modecom,Dead,0.0
MOGUL,W:MOGL,-,14071997,1997,Equities,Stockholm,Sweden,Swedish Krona,Software and Computer Services,Mogul,Dead,1.0
MOLDOPAN,RM:MDP,-,5042002,2002,Equities,RASDAQ,Romania,Romanian Leu,Food Producers,Moldopan,Dead,1.0
MOMO,PO:MOM,MOMP.WA^J19,27102010,2010,Equities,Warsaw,Poland,Polish Zloty,Investment Banking and Brokerage Services,Momo,Dead,0.0
MONARK STIGA,W:MOST,-,5101994,1994,Equities,Stockholm,Sweden,Swedish Krona,Leisure Goods,Monark Stiga,Dead,1.0
MONDO TV IBEAMER,E:MOND,MONIB.MC^J21,23122016,2016,Equities,Mercado Continuo Espanol,Spain,Euro,Telecommunications Service Providers,Mondo Television Ibeamer,Dead,0.0
MONTANA,RM:MTZ,-,10092003,2003,Equities,RASDAQ,Romania,Romanian Leu,Household Goods and Home Construction,Montana,Dead,1.0
MOTA & CIA.,P:MOT,-,9101989,1989,Equities,Euronext.liffe Lisbon,Portugal,Euro,Construction and Materials,Mota and Compania,Dead,0.0
MTIN.ELTN. B DEAD 04/01/93 USE 504402,749498,-,26051986,1986,Equities,Stockholm,Sweden,Swedish Krona,Industrial Transportation,Martinsson Electronics B Dead 04/01/93 Use 504402,Dead,1.0
MULTIMEDIA POLSKA,PO:MMP,MMPA.WA^K11,13112006,2006,Equities,Warsaw,Poland,Polish Zloty,Media,Multimedia Polska,Dead,0.0
MURALES,SV:MAL,-,2032001,2001,Equities,Ljubljana,Slovenia,Slovenian Tolar,Household Goods and Home Construction,Murales,Dead,0.0
MURAWSKI,685838,-,14101998,1998,Equities,Warsaw,Poland,Polish Zloty,Chemicals,Murawski,Dead,0.0
NAEFF,H:NG,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Personal Goods,Naeff,Dead,0.0
NAGRON,H:NGB,-,19061973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Euro,Real Estate Investment and Services,Nagron,Dead,0.0
NANETTE REAL ESTATE GP.,NAT,NANR.L^I09,26062006,2006,Equities,London,Netherlands,United Kingdom Pound,Real Estate Investment and Services,Nanette Real Estate Group,Dead,0.0
NAT.BORG-MIJ 5% STK.,504350,-,26041990,1990,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Unclassified,National Borg-MIJ 5% Stock,Dead,0.0
NAVIA,N:STX,-,21121993,1993,Equities,Oslo Bors,Norway,Norwegian Krone,Technology Hardware and Equipment,Navia,Dead,
NAVIG8 CRUDE,N:BLUE,BLUEE.NFF^E15,19122013,2013,Equities,Norwegian OTC,Norway,Norwegian Krone,"Gas, Water and Multi-utilities",NAVIG8 Crude,Dead,
NAVIMOR INVEST,PO:NIN,NIN.WA^A19,29062011,2011,Equities,Warsaw,Poland,Polish Zloty,Construction and Materials,Navimor Invest,Dead,0.0
NED.DAGBLADUNIE,932863,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Media,Nederlands Dagbladunie,Dead,0.0
NED.IND.MJ.NEFIT,932798,-,1011973,1973,Equities,Euronext.liffe Amsterdam,Netherlands,Dutch Guilder,Industrial Engineering,Nederlands Industry Murry Johnstone Nefit,Dead,0.0
